Wall time,Step,Value
1750598761.372944,100000,-20.571531295776367
1750598858.9821808,200000,73.245361328125
1750598967.2140548,300000,170.5148162841797
1750599069.0278814,400000,139.17861938476562
1750599182.5896895,500000,103.45610809326172
1750599284.8138998,600000,105.4212417602539
1750599399.7554371,700000,115.61691284179688
1750599502.0834105,800000,120.33740234375
1750599607.687974,900000,130.5305938720703
1750599723.2172089,1000000,133.41017150878906
1750599823.5464146,1100000,145.97315979003906
1750599935.8324797,1200000,146.34036254882812
1750600037.0401187,1300000,150.15435791015625
1750600146.587188,1400000,155.12071228027344
1750600252.1888974,1500000,164.621826171875
1750600352.1764717,1600000,160.39605712890625
1750600464.2127836,1700000,182.24783325195312
1750600569.581088,1800000,185.85546875
1750600682.3620813,1900000,174.23822021484375
1750600783.9601104,2000000,192.4160614013672
1750600900.059083,2100000,206.19207763671875
1750601001.6408916,2200000,201.364013671875
1750601109.3061242,2300000,209.7056884765625
1750601201.8548632,2400000,210.01495361328125
1750601293.3072863,2500000,221.48292541503906
1750601394.9127233,2600000,220.3495330810547
1750601486.1263535,2700000,219.3826446533203
1750601588.980412,2800000,219.05809020996094
1750601680.5154037,2900000,241.4600067138672
1750601782.4780293,3000000,249.21392822265625
1750601873.6110158,3100000,261.78363037109375
1750601975.214667,3200000,252.1090545654297
1750602065.827159,3300000,297.4017333984375
1750602156.2079282,3400000,308.78460693359375
1750602257.24348,3500000,309.95892333984375
1750602348.435355,3600000,306.6554870605469
1750602449.210776,3700000,309.0137634277344
1750602539.973633,3800000,325.0607604980469
1750602641.1377187,3900000,339.3922119140625
1750602731.4593713,4000000,311.6717529296875
1750602822.2445748,4100000,365.3610534667969
1750602923.3879092,4200000,324.10992431640625
1750603013.4343774,4300000,312.2623596191406
1750603114.6874502,4400000,346.4312438964844
1750603205.4531837,4500000,349.89208984375
1750603306.3494782,4600000,347.8874206542969
1750603396.865355,4700000,371.34954833984375
1750603497.6013207,4800000,369.733154296875
1750603587.9520416,4900000,381.0746154785156
1750603678.5041587,5000000,376.684814453125
1750603779.7931936,5100000,365.21728515625
1750603870.3168206,5200000,380.88922119140625
1750603971.1830041,5300000,386.5385437011719
1750604061.3680186,5400000,417.7761535644531
1750604162.504386,5500000,388.7837829589844
1750604253.3861778,5600000,387.0126037597656
1750604354.5687027,5700000,399.6052551269531
1750604445.4496636,5800000,423.386474609375
1750604536.1270044,5900000,385.12908935546875
1750604636.992455,6000000,427.23089599609375
1750604729.609948,6100000,482.83917236328125
1750604842.5151014,6200000,450.4896240234375
1750604937.3301556,6300000,431.3223876953125
1750605038.3986495,6400000,431.923828125
1750605127.6854765,6500000,468.2517395019531
1750605217.4877057,6600000,502.2947692871094
1750605317.873856,6700000,482.8513488769531
1750605407.5651598,6800000,510.6520080566406
1750605507.2199054,6900000,501.6898498535156
1750605597.361347,7000000,458.388671875
1750605697.3426988,7100000,533.5110473632812
1750605787.3912678,7200000,508.0155334472656
1750605887.298517,7300000,459.19317626953125
1750605976.7575355,7400000,491.28729248046875
1750606066.7565517,7500000,517.4873046875
1750606167.0160697,7600000,520.2568359375
1750606256.7752476,7700000,544.140869140625
1750606357.2050874,7800000,482.66912841796875
1750606446.911643,7900000,510.2366943359375
1750606548.6100583,8000000,531.2988891601562
1750606641.2909856,8100000,524.5376586914062
1750606732.8446014,8200000,553.03076171875
1750606834.7149966,8300000,573.4915771484375
1750606925.0762193,8400000,531.794677734375
1750607025.9424424,8500000,556.6358032226562
1750607116.5479305,8600000,563.9535522460938
1750607217.9249456,8700000,508.3458557128906
1750607308.2614098,8800000,512.9387817382812
1750607412.3748465,8900000,554.9664916992188
1750607505.7658112,9000000,517.269287109375
1750607599.4326818,9100000,552.3829956054688
1750607702.007547,9200000,568.5405883789062
1750607794.8779893,9300000,599.3785400390625
1750607898.4412935,9400000,615.8558959960938
1750607990.4633126,9500000,592.4129638671875
1750608093.884375,9600000,607.276611328125
1750608187.594738,9700000,589.8018188476562
1750608280.0973887,9800000,655.890625
1750608383.6455743,9900000,627.0175170898438
1750608476.532224,10000000,657.7533569335938
1750608580.4128244,10100000,668.4320678710938
1750608673.3444188,10200000,610.9630737304688
1750608775.6063106,10300000,652.4685668945312
1750608868.8621252,10400000,738.5836791992188
1750608972.201906,10500000,595.7533569335938
1750609066.2972028,10600000,624.7050170898438
1750609159.9647365,10700000,617.7500610351562
1750609262.6816099,10800000,646.6993408203125
1750609355.5601962,10900000,661.5180053710938
1750609458.9618964,11000000,650.2561645507812
1750609551.1544406,11100000,710.9201049804688
1750609654.5435088,11200000,704.27001953125
1750609747.2601967,11300000,662.284912109375
1750609850.5010743,11400000,723.731201171875
1750609942.7515156,11500000,671.7849731445312
1750610035.7572188,11600000,653.63916015625
1750610138.1680193,11700000,721.1058349609375
1750610230.8932238,11800000,754.238037109375
1750610333.8839035,11900000,598.754638671875
1750610426.8694236,12000000,617.2959594726562
1750610530.2483516,12100000,731.0113525390625
1750610622.3424602,12200000,689.8245849609375
1750610713.8351598,12300000,817.130615234375
1750610817.0891297,12400000,725.7633056640625
1750610909.5690997,12500000,721.6389770507812
1750611012.5272868,12600000,782.9349975585938
1750611104.9483347,12700000,746.3745727539062
1750611208.251254,12800000,741.2770385742188
1750611300.4362037,12900000,719.2056274414062
1750611403.5969946,13000000,786.74658203125
1750611496.2699347,13100000,760.5968627929688
1750611589.0705366,13200000,710.3334350585938
1750611692.2522016,13300000,757.4852905273438
1750611784.6863773,13400000,763.73876953125
1750611888.0570061,13500000,667.884521484375
1750611980.3491497,13600000,693.6096801757812
1750612082.7268867,13700000,814.1866455078125
1750612175.4090712,13800000,761.1751098632812
1750612277.8646061,13900000,748.1748046875
1750612370.46861,14000000,698.3018188476562
1750612462.8759813,14100000,787.1837768554688
1750612565.2087913,14200000,809.8701782226562
1750612657.725047,14300000,727.4456787109375
1750612760.2827632,14400000,795.4872436523438
1750612852.4283314,14500000,839.7449951171875
1750612954.8173122,14600000,818.602783203125
1750613046.2634373,14700000,764.6482543945312
1750613137.7978113,14800000,827.7598876953125
1750613239.926764,14900000,835.3753662109375
1750613331.0440133,15000000,795.2217407226562
1750613433.2826216,15100000,861.9705200195312
1750613525.094646,15200000,766.074951171875
1750613626.6483095,15300000,866.25
1750613718.3120198,15400000,806.0466918945312
1750613820.065465,15500000,880.6142578125
1750613912.4216602,15600000,833.0726318359375
1750614004.072084,15700000,772.1234741210938
1750614106.517617,15800000,930.393310546875
1750614197.9806788,15900000,896.1966552734375
