Wall time,Step,Value
1754171620.834756,100000,-84.317138671875
1754171691.0407012,200000,-48.8529052734375
1754171764.4789174,300000,-14.705198287963867
1754171836.2713082,400000,12.344390869140625
1754171911.2923717,500000,56.12861633300781
1754171984.461482,600000,162.59112548828125
1754172056.6075387,700000,187.66287231445312
1754172133.607005,800000,125.65681457519531
1754172207.6467264,900000,116.58406066894531
1754172285.4847472,1000000,123.22674560546875
1754172359.4115415,1100000,155.8931427001953
1754172437.8388438,1200000,193.00502014160156
1754172513.2211359,1300000,214.32257080078125
1754172591.110017,1400000,253.49185180664062
1754172664.7456944,1500000,239.37261962890625
1754172740.084527,1600000,289.3061218261719
1754172817.3412445,1700000,297.69390869140625
1754172890.2509074,1800000,358.4749450683594
1754172968.0536532,1900000,360.49951171875
1754173037.825884,2000000,356.707763671875
1754173116.9135203,2100000,363.15545654296875
1754173196.7353249,2200000,369.95269775390625
1754173271.1683517,2300000,408.7979431152344
1754173342.6636696,2400000,417.45404052734375
1754173413.8157628,2500000,471.68951416015625
1754173488.2770743,2600000,500.794677734375
1754173559.6012158,2700000,508.2742919921875
1754173633.4815056,2800000,504.8934631347656
1754173704.5940895,2900000,527.6001586914062
1754173778.716133,3000000,499.5398254394531
1754173851.5219119,3100000,510.822265625
1754173925.9293847,3200000,575.2098388671875
1754174002.2659585,3300000,671.2046508789062
1754174075.7658746,3400000,604.7579956054688
1754174152.0903475,3500000,693.3353271484375
1754174225.2207203,3600000,709.4929809570312
1754174301.5453215,3700000,692.3876953125
1754174374.4426572,3800000,798.8323974609375
1754174450.9890118,3900000,706.0120849609375
1754174524.4183846,4000000,794.728759765625
1754174597.1936603,4100000,800.6998291015625
1754174673.4482636,4200000,744.1168212890625
1754174746.4975836,4300000,775.7899780273438
1754174822.7021801,4400000,785.2609252929688
1754174896.0814767,4500000,857.4127807617188
1754174972.4879239,4600000,779.207275390625
1754175045.602465,4700000,871.1428833007812
1754175122.128715,4800000,759.1997680664062
1754175196.4536965,4900000,865.1402587890625
1754175270.0219376,5000000,876.5453491210938
1754175346.430882,5100000,943.7693481445312
1754175419.9961858,5200000,863.559814453125
1754175496.9465947,5300000,799.548828125
1754175570.233998,5400000,856.3316040039062
1754175646.023425,5500000,1058.771484375
1754175717.0194418,5600000,1104.807861328125
1754175789.0874777,5700000,911.8643798828125
1754175865.1293573,5800000,923.3042602539062
1754175936.5239978,5900000,893.9871215820312
1754176010.2019162,6000000,925.3333740234375
1754176081.636047,6100000,880.0993041992188
1754176153.9833906,6200000,930.6466064453125
1754176224.2963126,6300000,835.1339721679688
1754176294.7067845,6400000,1090.2958984375
1754176362.5730937,6500000,1039.224609375
1754176430.4117887,6600000,1026.29443359375
1754176501.0417006,6700000,995.5407104492188
1754176569.3498273,6800000,997.3616333007812
1754176639.8569334,6900000,1065.8800048828125
1754176707.5822499,7000000,1258.02978515625
1754176778.230565,7100000,1225.7197265625
1754176846.3631947,7200000,1210.283203125
1754176913.8646247,7300000,1059.9730224609375
1754176985.1412535,7400000,1028.2623291015625
1754177053.0591094,7500000,1001.1689453125
1754177123.9573174,7600000,1073.1300048828125
1754177191.6918838,7700000,1085.5067138671875
1754177262.4498806,7800000,1139.740234375
1754177330.6121619,7900000,1031.4267578125
1754177401.5041523,8000000,1037.849853515625
1754177469.6635733,8100000,1073.561279296875
1754177537.5203948,8200000,1117.12744140625
1754177608.3489816,8300000,1244.607421875
1754177676.1783738,8400000,1093.6123046875
1754177747.011394,8500000,1264.0567626953125
1754177814.7542012,8600000,1015.349853515625
1754177886.0519457,8700000,1100.8544921875
1754177953.7077034,8800000,1144.4869384765625
1754178024.7588189,8900000,1273.5576171875
1754178092.3084347,9000000,1182.7310791015625
1754178160.2173226,9100000,1009.9754638671875
1754178231.151423,9200000,1118.9757080078125
1754178299.1287029,9300000,1216.5947265625
1754178369.9448795,9400000,1253.0380859375
1754178437.5334096,9500000,1501.490966796875
1754178508.4628904,9600000,1188.752685546875
1754178576.4875655,9700000,1185.048095703125
1754178644.4591153,9800000,1179.4910888671875
1754178715.371234,9900000,1268.85009765625
1754178783.1145265,10000000,1458.931884765625
1754178853.457221,10100000,1369.0404052734375
1754178921.2669811,10200000,1410.3211669921875
1754178992.1817257,10300000,1172.765625
1754179060.0402806,10400000,1257.7677001953125
1754179131.1461356,10500000,1311.5552978515625
1754179199.1321762,10600000,1007.7127685546875
1754179267.0660486,10700000,1058.0357666015625
1754179337.6679606,10800000,1247.237548828125
1754179405.825688,10900000,1167.09912109375
1754179476.2575755,11000000,1417.9989013671875
1754179544.2713916,11100000,1142.8978271484375
1754179615.1399543,11200000,1133.478759765625
1754179682.880652,11300000,1324.1934814453125
1754179750.4063697,11400000,1434.6461181640625
1754179821.4649153,11500000,1423.23828125
1754179889.0391533,11600000,1509.2073974609375
1754179959.615675,11700000,1162.583984375
1754180027.467517,11800000,1514.9720458984375
