simulation,time,x,y,z,collisionApproach,modelName,droneName
7,552.773,200.000,1.011,0.000,4,,drone 1
7,552.875,200.000,1.102,0.000,4,,drone 1
7,552.980,200.000,1.318,0.000,4,,drone 1
7,553.085,200.000,1.578,0.000,4,,drone 1
7,553.189,200.000,1.902,0.000,4,,drone 1
7,553.291,200.000,2.283,0.000,4,,drone 1
7,553.394,200.000,2.715,0.000,4,,drone 1
7,553.495,200.000,3.190,0.000,4,,drone 1
7,553.597,200.000,3.704,0.000,4,,drone 1
7,553.699,200.000,4.252,0.000,4,,drone 1
7,553.802,200.000,4.945,0.000,4,,drone 1
7,553.903,200.000,5.548,0.000,4,,drone 1
7,554.006,200.000,6.170,0.000,4,,drone 1
7,554.108,200.000,6.807,0.000,4,,drone 1
7,554.212,200.000,7.456,0.000,4,,drone 1
7,554.313,200.000,8.113,0.000,4,,drone 1
7,554.415,200.000,8.776,0.000,4,,drone 1
7,554.517,200.000,9.441,0.000,4,,drone 1
7,554.619,200.000,10.107,0.000,4,,drone 1
7,554.721,200.000,10.905,0.000,4,,drone 1
7,554.823,200.000,11.565,0.000,4,,drone 1
7,554.925,200.000,12.219,0.000,4,,drone 1
7,555.028,200.000,12.867,0.000,4,,drone 1
7,555.130,200.000,13.506,0.000,4,,drone 1
7,555.232,200.000,14.135,0.000,4,,drone 1
7,555.334,200.000,14.754,0.000,4,,drone 1
7,555.436,200.000,15.361,0.000,4,,drone 1
7,555.537,200.000,15.955,0.000,4,,drone 1
7,555.639,200.000,16.537,0.000,4,,drone 1
7,555.741,200.000,17.217,0.000,4,,drone 1
7,555.843,200.000,17.768,0.000,4,,drone 1
7,555.945,200.000,18.304,0.000,4,,drone 1
7,556.048,200.000,18.826,0.000,4,,drone 1
7,556.150,200.000,19.332,0.000,4,,drone 1
7,556.252,200.000,19.824,0.000,4,,drone 1
7,556.357,200.000,20.300,0.000,4,,drone 1
7,556.459,200.000,20.760,0.000,4,,drone 1
7,556.561,200.000,21.293,0.000,4,,drone 1
7,556.663,200.000,21.720,0.000,4,,drone 1
7,556.767,200.000,22.133,0.000,4,,drone 1
7,556.869,200.000,22.530,0.000,4,,drone 1
7,556.970,200.000,22.912,0.000,4,,drone 1
7,557.073,200.000,23.280,0.000,4,,drone 1
7,557.175,200.000,23.634,0.000,4,,drone 1
7,557.276,200.000,23.974,0.000,4,,drone 1
7,557.378,200.000,24.300,0.000,4,,drone 1
7,557.479,200.000,24.612,0.000,4,,drone 1
7,557.581,200.000,24.970,0.000,4,,drone 1
7,557.682,200.000,25.254,0.000,4,,drone 1
7,557.784,200.000,25.526,0.000,4,,drone 1
7,557.886,200.000,25.786,0.000,4,,drone 1
7,557.987,200.000,26.034,0.000,4,,drone 1
7,558.091,200.000,26.270,0.000,4,,drone 1
7,558.192,200.000,26.496,0.000,4,,drone 1
7,558.294,200.000,26.711,0.000,4,,drone 1
7,558.395,200.000,26.915,0.000,4,,drone 1
7,558.497,200.000,27.110,0.000,4,,drone 1
7,558.599,200.000,27.295,0.000,4,,drone 1
7,558.701,200.000,27.504,0.000,4,,drone 1
7,558.802,200.000,27.669,0.000,4,,drone 1
7,558.904,200.000,27.826,0.000,4,,drone 1
7,559.006,200.000,27.974,0.000,4,,drone 1
7,559.109,198.713,28.036,0.000,4,,drone 1
7,559.210,196.751,28.056,0.000,4,,drone 1
7,559.312,194.782,28.075,0.000,4,,drone 1
