simulation,time,x,y,z,collisionApproach,modelName,droneName
0,0.151,0.072,0.937,0.040,-1,a2c-relu-clip,drone 0
0,0.256,0.105,1.006,-0.089,-1,a2c-relu-clip,drone 0
0,0.359,0.051,1.225,-0.477,-1,a2c-relu-clip,drone 0
0,0.465,0.007,1.872,-1.130,-1,a2c-relu-clip,drone 0
0,0.567,-0.051,2.693,-1.742,-1,a2c-relu-clip,drone 0
0,0.670,-0.076,3.623,-2.430,-1,a2c-relu-clip,drone 0
0,0.771,-0.136,4.451,-3.014,-1,a2c-relu-clip,drone 0
0,0.872,-0.274,5.307,-3.554,-1,a2c-relu-clip,drone 0
0,0.973,-0.406,6.186,-4.108,-1,a2c-relu-clip,drone 0
0,1.073,-0.512,7.006,-4.698,-1,a2c-relu-clip,drone 0
0,1.178,-0.688,7.940,-5.215,-1,a2c-relu-clip,drone 0
0,1.287,-0.851,9.019,-5.735,-1,a2c-relu-clip,drone 0
0,1.391,-0.951,9.923,-6.156,-1,a2c-relu-clip,drone 0
0,1.493,-1.097,10.733,-6.648,-1,a2c-relu-clip,drone 0
0,1.597,-1.155,11.622,-7.003,-1,a2c-relu-clip,drone 0
0,1.705,-1.188,12.677,-7.277,-1,a2c-relu-clip,drone 0
0,1.805,-1.198,13.530,-7.465,-1,a2c-relu-clip,drone 0
0,1.911,-1.096,14.423,-7.731,-1,a2c-relu-clip,drone 0
0,2.013,-1.142,15.242,-7.952,-1,a2c-relu-clip,drone 0
0,2.114,-1.259,15.917,-8.052,-1,a2c-relu-clip,drone 0
0,2.221,-1.301,16.850,-8.048,-1,a2c-relu-clip,drone 0
0,2.325,-1.255,17.725,-7.972,-1,a2c-relu-clip,drone 0
0,2.429,-1.178,18.497,-7.955,-1,a2c-relu-clip,drone 0
0,2.536,-1.167,19.294,-7.918,-1,a2c-relu-clip,drone 0
0,2.640,-1.100,20.145,-7.798,-1,a2c-relu-clip,drone 0
0,2.744,-0.984,21.056,-7.480,-1,a2c-relu-clip,drone 0
0,2.849,-0.918,21.780,-7.101,-1,a2c-relu-clip,drone 0
0,2.954,-0.976,22.443,-6.641,-1,a2c-relu-clip,drone 0
0,3.054,-1.027,23.109,-6.116,-1,a2c-relu-clip,drone 0
0,3.159,-0.968,23.799,-5.543,-1,a2c-relu-clip,drone 0
0,3.265,-0.856,24.662,-4.908,-1,a2c-relu-clip,drone 0
0,3.372,-0.813,25.397,-4.376,-1,a2c-relu-clip,drone 0
0,3.474,-0.761,26.149,-3.899,-1,a2c-relu-clip,drone 0
0,3.579,-0.682,26.789,-3.470,-1,a2c-relu-clip,drone 0
0,3.685,-0.568,27.458,-2.878,-1,a2c-relu-clip,drone 0
0,3.790,-0.407,28.090,-2.250,-1,a2c-relu-clip,drone 0
0,3.894,-0.214,28.668,-1.531,-1,a2c-relu-clip,drone 0
