simulation,time,x,y,z,collisionApproach,modelName,droneName
12,956.099,199.961,1.035,0.023,-1,ppo-swish-clip_(v2_04),drone 1
12,956.202,199.580,1.411,0.164,-1,ppo-swish-clip_(v2_04),drone 1
12,956.307,199.052,2.032,0.060,-1,ppo-swish-clip_(v2_04),drone 1
12,956.412,198.344,2.908,-0.166,-1,ppo-swish-clip_(v2_04),drone 1
12,956.517,197.554,3.965,-0.349,-1,ppo-swish-clip_(v2_04),drone 1
12,956.622,196.527,5.253,-0.682,-1,ppo-swish-clip_(v2_04),drone 1
12,956.726,195.611,6.305,-1.075,-1,ppo-swish-clip_(v2_04),drone 1
12,956.830,194.737,7.402,-1.531,-1,ppo-swish-clip_(v2_04),drone 1
12,956.936,193.965,8.600,-2.041,-1,ppo-swish-clip_(v2_04),drone 1
12,957.040,193.102,10.007,-2.601,-1,ppo-swish-clip_(v2_04),drone 1
12,957.145,192.464,11.034,-2.959,-1,ppo-swish-clip_(v2_04),drone 1
12,957.250,191.915,12.114,-3.264,-1,ppo-swish-clip_(v2_04),drone 1
12,957.354,191.447,13.196,-3.455,-1,ppo-swish-clip_(v2_04),drone 1
12,957.459,191.061,14.133,-3.497,-1,ppo-swish-clip_(v2_04),drone 1
12,957.564,190.666,15.172,-3.457,-1,ppo-swish-clip_(v2_04),drone 1
12,957.668,190.449,16.157,-3.349,-1,ppo-swish-clip_(v2_04),drone 1
12,957.773,190.358,17.100,-3.246,-1,ppo-swish-clip_(v2_04),drone 1
12,957.877,190.311,18.004,-3.121,-1,ppo-swish-clip_(v2_04),drone 1
12,957.982,190.326,19.097,-3.034,-1,ppo-swish-clip_(v2_04),drone 1
12,958.087,190.480,19.883,-2.989,-1,ppo-swish-clip_(v2_04),drone 1
12,958.191,190.753,20.713,-2.961,-1,ppo-swish-clip_(v2_04),drone 1
12,958.295,191.091,21.491,-2.826,-1,ppo-swish-clip_(v2_04),drone 1
12,958.400,191.497,22.390,-2.578,-1,ppo-swish-clip_(v2_04),drone 1
12,958.505,191.838,23.166,-2.331,-1,ppo-swish-clip_(v2_04),drone 1
12,958.609,192.218,23.930,-2.144,-1,ppo-swish-clip_(v2_04),drone 1
12,958.713,192.681,24.610,-1.957,-1,ppo-swish-clip_(v2_04),drone 1
12,958.818,193.145,25.328,-1.754,-1,ppo-swish-clip_(v2_04),drone 1
12,958.922,193.791,26.181,-1.543,-1,ppo-swish-clip_(v2_04),drone 1
12,959.027,194.405,26.791,-1.358,-1,ppo-swish-clip_(v2_04),drone 1
12,959.132,195.032,27.398,-1.189,-1,ppo-swish-clip_(v2_04),drone 1
12,959.236,195.714,27.981,-1.017,-1,ppo-swish-clip_(v2_04),drone 1
12,959.341,196.600,28.690,-0.881,-1,ppo-swish-clip_(v2_04),drone 1
12,959.445,197.360,29.188,-0.768,-1,ppo-swish-clip_(v2_04),drone 1
12,959.550,198.088,29.602,-0.504,-1,ppo-swish-clip_(v2_04),drone 1
12,959.654,198.799,30.011,-0.116,-1,ppo-swish-clip_(v2_04),drone 1
12,959.759,199.276,30.378,0.386,-1,ppo-swish-clip_(v2_04),drone 1
