simulation,time,x,y,z,collisionApproach,modelName,droneName
14,1092.004,200.000,1.022,0.000,4,,drone 1
14,1092.107,200.000,1.130,0.000,4,,drone 1
14,1092.213,200.000,1.318,0.000,4,,drone 1
14,1092.318,200.000,1.578,0.000,4,,drone 1
14,1092.423,200.000,1.974,0.000,4,,drone 1
14,1092.528,200.000,2.366,0.000,4,,drone 1
14,1092.633,200.000,2.806,0.000,4,,drone 1
14,1092.738,200.000,3.290,0.000,4,,drone 1
14,1092.843,200.000,3.920,0.000,4,,drone 1
14,1092.948,200.000,4.479,0.000,4,,drone 1
14,1093.053,200.000,5.064,0.000,4,,drone 1
14,1093.158,200.000,5.671,0.000,4,,drone 1
14,1093.263,200.000,6.424,0.000,4,,drone 1
14,1093.367,200.000,7.066,0.000,4,,drone 1
14,1093.473,200.000,7.718,0.000,4,,drone 1
14,1093.577,200.000,8.378,0.000,4,,drone 1
14,1093.682,200.000,9.175,0.000,4,,drone 1
14,1093.784,200.000,9.841,0.000,4,,drone 1
14,1093.888,200.000,10.506,0.000,4,,drone 1
14,1093.992,200.000,11.169,0.000,4,,drone 1
14,1094.097,200.000,11.827,0.000,4,,drone 1
14,1094.204,200.000,12.609,0.000,4,,drone 1
14,1094.308,200.000,13.251,0.000,4,,drone 1
14,1094.412,200.000,13.884,0.000,4,,drone 1
14,1094.516,200.000,14.507,0.000,4,,drone 1
14,1094.621,200.000,15.240,0.000,4,,drone 1
14,1094.725,200.000,15.837,0.000,4,,drone 1
14,1094.830,200.000,16.422,0.000,4,,drone 1
14,1094.934,200.000,16.992,0.000,4,,drone 1
14,1095.038,200.000,17.549,0.000,4,,drone 1
14,1095.142,200.000,18.198,0.000,4,,drone 1
14,1095.246,200.000,18.723,0.000,4,,drone 1
14,1095.350,200.000,19.232,0.000,4,,drone 1
14,1095.455,200.000,19.727,0.000,4,,drone 1
14,1095.559,200.000,20.206,0.000,4,,drone 1
14,1095.663,200.000,20.760,0.000,4,,drone 1
14,1095.767,200.000,21.206,0.000,4,,drone 1
14,1095.872,200.000,21.636,0.000,4,,drone 1
14,1095.976,200.000,22.051,0.000,4,,drone 1
14,1096.080,200.000,22.530,0.000,4,,drone 1
14,1096.184,200.000,22.912,0.000,4,,drone 1
14,1096.288,200.000,23.280,0.000,4,,drone 1
14,1096.392,200.000,23.634,0.000,4,,drone 1
14,1096.497,200.000,23.974,0.000,4,,drone 1
14,1096.601,200.000,24.364,0.000,4,,drone 1
14,1096.705,200.000,24.673,0.000,4,,drone 1
14,1096.809,200.000,24.970,0.000,4,,drone 1
14,1096.913,200.000,25.254,0.000,4,,drone 1
14,1097.017,200.000,25.526,0.000,4,,drone 1
14,1097.121,200.000,25.836,0.000,4,,drone 1
14,1097.225,200.000,26.082,0.000,4,,drone 1
14,1097.330,200.000,26.316,0.000,4,,drone 1
14,1097.434,200.000,26.539,0.000,4,,drone 1
14,1097.538,200.000,26.752,0.000,4,,drone 1
14,1097.642,200.000,26.994,0.000,4,,drone 1
14,1097.746,200.000,27.185,0.000,4,,drone 1
14,1097.850,200.000,27.366,0.000,4,,drone 1
14,1097.954,200.000,27.538,0.000,4,,drone 1
14,1098.059,200.000,27.701,0.000,4,,drone 1
14,1098.163,200.000,27.886,0.000,4,,drone 1
14,1098.267,200.000,28.031,0.000,4,,drone 1
14,1098.371,197.932,28.044,0.000,4,,drone 1
14,1098.476,195.963,28.064,0.000,4,,drone 1
14,1098.580,193.600,28.087,0.000,4,,drone 1
14,1098.685,191.630,28.107,0.000,4,,drone 1
14,1098.789,189.660,28.126,0.000,4,,drone 1
14,1098.894,187.690,28.146,0.000,4,,drone 1
14,1098.999,185.721,28.165,0.000,4,,drone 1
14,1099.104,183.357,28.188,0.000,4,,drone 1
14,1099.208,181.387,28.208,0.000,4,,drone 1
14,1099.313,179.417,28.227,0.000,4,,drone 1
14,1099.418,177.448,28.247,0.000,4,,drone 1
14,1099.522,175.084,28.270,0.000,4,,drone 1
14,1099.627,173.114,28.290,0.000,4,,drone 1
14,1099.731,171.144,28.309,0.000,4,,drone 1
14,1099.836,169.175,28.329,0.000,4,,drone 1
14,1099.940,166.811,28.352,0.000,4,,drone 1
14,1100.044,164.841,28.371,0.000,4,,drone 1
14,1100.149,162.871,28.391,0.000,4,,drone 1
14,1100.253,160.902,28.410,0.000,4,,drone 1
14,1100.358,158.932,28.430,0.000,4,,drone 1
14,1100.462,156.568,28.453,0.000,4,,drone 1
