simulation,time,x,y,z,collisionApproach,modelName,droneName
6,464.139,199.872,1.087,0.038,-1,ppo-swish-clip_(v2_04),drone 1
6,464.243,199.364,1.523,0.096,-1,ppo-swish-clip_(v2_04),drone 1
6,464.346,198.712,2.192,0.029,-1,ppo-swish-clip_(v2_04),drone 1
6,464.450,197.920,3.110,-0.107,-1,ppo-swish-clip_(v2_04),drone 1
6,464.552,196.954,4.129,-0.347,-1,ppo-swish-clip_(v2_04),drone 1
6,464.655,195.954,5.213,-0.697,-1,ppo-swish-clip_(v2_04),drone 1
6,464.758,194.941,6.314,-1.059,-1,ppo-swish-clip_(v2_04),drone 1
6,464.861,193.733,7.551,-1.515,-1,ppo-swish-clip_(v2_04),drone 1
6,464.964,192.850,8.591,-1.890,-1,ppo-swish-clip_(v2_04),drone 1
6,465.068,192.071,9.549,-2.178,-1,ppo-swish-clip_(v2_04),drone 1
6,465.171,191.301,10.476,-2.373,-1,ppo-swish-clip_(v2_04),drone 1
6,465.275,190.633,11.488,-2.514,-1,ppo-swish-clip_(v2_04),drone 1
6,465.380,190.029,12.727,-2.621,-1,ppo-swish-clip_(v2_04),drone 1
6,465.484,189.678,13.736,-2.702,-1,ppo-swish-clip_(v2_04),drone 1
6,465.586,189.512,14.697,-2.843,-1,ppo-swish-clip_(v2_04),drone 1
6,465.689,189.467,15.663,-2.976,-1,ppo-swish-clip_(v2_04),drone 1
6,465.792,189.473,16.570,-3.043,-1,ppo-swish-clip_(v2_04),drone 1
6,465.894,189.525,17.393,-3.065,-1,ppo-swish-clip_(v2_04),drone 1
6,465.997,189.648,18.235,-3.049,-1,ppo-swish-clip_(v2_04),drone 1
6,466.100,189.810,19.137,-2.997,-1,ppo-swish-clip_(v2_04),drone 1
6,466.202,190.113,20.158,-2.989,-1,ppo-swish-clip_(v2_04),drone 1
6,466.306,190.370,20.896,-2.949,-1,ppo-swish-clip_(v2_04),drone 1
6,466.409,190.703,21.571,-2.890,-1,ppo-swish-clip_(v2_04),drone 1
6,466.512,191.041,22.270,-2.897,-1,ppo-swish-clip_(v2_04),drone 1
6,466.614,191.382,23.067,-2.824,-1,ppo-swish-clip_(v2_04),drone 1
6,466.717,191.756,23.842,-2.706,-1,ppo-swish-clip_(v2_04),drone 1
6,466.820,192.251,24.656,-2.548,-1,ppo-swish-clip_(v2_04),drone 1
6,466.920,192.731,25.298,-2.407,-1,ppo-swish-clip_(v2_04),drone 1
6,467.025,193.274,25.929,-2.249,-1,ppo-swish-clip_(v2_04),drone 1
6,467.128,193.924,26.651,-2.110,-1,ppo-swish-clip_(v2_04),drone 1
6,467.230,194.634,27.400,-1.937,-1,ppo-swish-clip_(v2_04),drone 1
6,467.334,195.341,28.006,-1.718,-1,ppo-swish-clip_(v2_04),drone 1
6,467.437,196.028,28.525,-1.509,-1,ppo-swish-clip_(v2_04),drone 1
6,467.540,196.710,29.023,-1.204,-1,ppo-swish-clip_(v2_04),drone 1
6,467.643,197.447,29.517,-0.779,-1,ppo-swish-clip_(v2_04),drone 1
6,467.745,198.010,29.821,-0.481,-1,ppo-swish-clip_(v2_04),drone 1
6,467.848,198.633,30.098,-0.251,-1,ppo-swish-clip_(v2_04),drone 1
6,467.951,199.074,30.355,0.043,-1,ppo-swish-clip_(v2_04),drone 1
6,468.053,199.159,30.694,0.428,-1,ppo-swish-clip_(v2_04),drone 1
6,468.156,198.922,31.076,0.902,-1,ppo-swish-clip_(v2_04),drone 1
6,468.259,198.394,31.414,1.398,-1,ppo-swish-clip_(v2_04),drone 1
6,468.362,197.415,31.795,1.975,-1,ppo-swish-clip_(v2_04),drone 1
6,468.465,196.341,32.219,2.462,-1,ppo-swish-clip_(v2_04),drone 1
6,468.568,195.057,32.679,2.992,-1,ppo-swish-clip_(v2_04),drone 1
6,468.670,193.582,33.028,3.533,-1,ppo-swish-clip_(v2_04),drone 1
6,468.773,191.935,33.351,4.184,-1,ppo-swish-clip_(v2_04),drone 1
6,468.875,190.132,33.694,4.849,-1,ppo-swish-clip_(v2_04),drone 1
6,468.978,188.189,34.051,5.528,-1,ppo-swish-clip_(v2_04),drone 1
6,469.080,185.690,34.477,6.205,-1,ppo-swish-clip_(v2_04),drone 1
6,469.183,183.483,34.827,6.672,-1,ppo-swish-clip_(v2_04),drone 1
6,469.287,181.174,35.204,7.113,-1,ppo-swish-clip_(v2_04),drone 1
6,469.390,178.773,35.538,7.460,-1,ppo-swish-clip_(v2_04),drone 1
6,469.493,176.289,35.857,7.797,-1,ppo-swish-clip_(v2_04),drone 1
6,469.596,173.730,36.213,8.137,-1,ppo-swish-clip_(v2_04),drone 1
6,469.698,171.103,36.483,8.483,-1,ppo-swish-clip_(v2_04),drone 1
6,469.801,167.869,36.873,8.846,-1,ppo-swish-clip_(v2_04),drone 1
6,469.903,165.115,37.174,9.066,-1,ppo-swish-clip_(v2_04),drone 1
