simulation,time,x,y,z,collisionApproach,modelName,droneName
9,735.316,200.000,1.011,0.000,4,,drone 1
9,735.419,200.000,1.102,0.000,4,,drone 1
9,735.523,200.000,1.318,0.000,4,,drone 1
9,735.628,200.000,1.578,0.000,4,,drone 1
9,735.733,200.000,1.902,0.000,4,,drone 1
9,735.837,200.000,2.283,0.000,4,,drone 1
9,735.940,200.000,2.806,0.000,4,,drone 1
9,736.042,200.000,3.290,0.000,4,,drone 1
9,736.146,200.000,3.811,0.000,4,,drone 1
9,736.249,200.000,4.364,0.000,4,,drone 1
9,736.351,200.000,4.945,0.000,4,,drone 1
9,736.456,200.000,5.548,0.000,4,,drone 1
9,736.558,200.000,6.170,0.000,4,,drone 1
9,736.661,200.000,6.936,0.000,4,,drone 1
9,736.763,200.000,7.587,0.000,4,,drone 1
9,736.866,200.000,8.245,0.000,4,,drone 1
9,736.968,200.000,8.909,0.000,4,,drone 1
9,737.070,200.000,9.575,0.000,4,,drone 1
9,737.172,200.000,10.241,0.000,4,,drone 1
9,737.274,200.000,10.905,0.000,4,,drone 1
9,737.377,200.000,11.565,0.000,4,,drone 1
9,737.480,200.000,12.219,0.000,4,,drone 1
9,737.581,200.000,12.995,0.000,4,,drone 1
9,737.683,200.000,13.632,0.000,4,,drone 1
9,737.785,200.000,14.260,0.000,4,,drone 1
9,737.888,200.000,14.876,0.000,4,,drone 1
9,737.990,200.000,15.481,0.000,4,,drone 1
9,738.091,200.000,16.073,0.000,4,,drone 1
9,738.193,200.000,16.652,0.000,4,,drone 1
9,738.294,200.000,17.217,0.000,4,,drone 1
9,738.397,200.000,17.768,0.000,4,,drone 1
9,738.499,200.000,18.304,0.000,4,,drone 1
9,738.601,200.000,18.928,0.000,4,,drone 1
9,738.703,200.000,19.432,0.000,4,,drone 1
9,738.804,200.000,19.920,0.000,4,,drone 1
9,738.906,200.000,20.393,0.000,4,,drone 1
9,739.008,200.000,20.851,0.000,4,,drone 1
9,739.111,200.000,21.293,0.000,4,,drone 1
9,739.212,200.000,21.720,0.000,4,,drone 1
9,739.314,200.000,22.133,0.000,4,,drone 1
9,739.416,200.000,22.530,0.000,4,,drone 1
9,739.519,200.000,22.912,0.000,4,,drone 1
9,739.626,200.000,23.352,0.000,4,,drone 1
9,739.726,200.000,23.703,0.000,4,,drone 1
9,739.828,200.000,24.040,0.000,4,,drone 1
9,739.934,200.000,24.364,0.000,4,,drone 1
9,740.034,200.000,24.673,0.000,4,,drone 1
9,740.137,200.000,24.970,0.000,4,,drone 1
