simulation,time,x,y,z,collisionApproach,modelName,droneName
3,236.802,200.000,1.022,0.000,6,,drone 1
3,236.904,200.000,1.130,0.000,6,,drone 1
3,237.005,200.000,1.318,0.000,6,,drone 1
3,237.107,200.000,1.578,0.000,6,,drone 1
3,237.212,200.000,1.902,0.000,6,,drone 1
3,237.314,200.000,2.283,0.000,6,,drone 1
3,237.415,200.000,2.715,0.000,6,,drone 1
3,237.518,200.000,3.190,0.000,6,,drone 1
3,237.620,200.000,3.704,0.000,6,,drone 1
3,237.724,200.000,4.364,0.000,6,,drone 1
3,237.828,200.000,4.945,0.000,6,,drone 1
3,237.932,200.000,5.548,0.000,6,,drone 1
3,238.036,200.000,6.170,0.000,6,,drone 1
3,238.140,200.000,6.807,0.000,6,,drone 1
3,238.244,200.000,7.587,0.000,6,,drone 1
3,238.347,200.000,8.245,0.000,6,,drone 1
3,238.451,200.000,8.909,0.000,6,,drone 1
3,238.554,200.000,9.575,0.000,6,,drone 1
3,238.658,200.000,10.241,0.000,6,,drone 1
3,238.761,200.000,11.037,0.000,6,,drone 1
3,238.864,200.000,11.696,0.000,6,,drone 1
3,238.967,200.000,12.349,0.000,6,,drone 1
3,239.070,200.000,12.995,0.000,6,,drone 1
3,239.174,200.000,13.632,0.000,6,,drone 1
3,239.274,200.000,14.260,0.000,6,,drone 1
3,239.376,200.000,14.876,0.000,6,,drone 1
3,239.478,200.000,15.481,0.000,6,,drone 1
3,239.578,200.000,16.073,0.000,6,,drone 1
3,239.679,200.000,16.652,0.000,6,,drone 1
3,239.779,200.000,17.217,0.000,6,,drone 1
3,239.879,200.000,17.768,0.000,6,,drone 1
3,239.979,200.000,18.304,0.000,6,,drone 1
3,240.079,200.000,18.826,0.000,6,,drone 1
3,240.180,200.000,19.432,0.000,6,,drone 1
3,240.281,200.000,19.920,0.000,6,,drone 1
3,240.382,200.000,20.393,0.000,6,,drone 1
3,240.482,200.000,20.851,0.000,6,,drone 1
3,240.583,200.000,21.293,0.000,6,,drone 1
3,240.684,200.000,21.720,0.000,6,,drone 1
3,240.784,200.000,22.133,0.000,6,,drone 1
3,240.885,200.000,22.530,0.000,6,,drone 1
3,240.986,200.000,22.912,0.000,6,,drone 1
3,241.086,200.000,23.280,0.000,6,,drone 1
3,241.188,200.000,23.634,0.000,6,,drone 1
3,241.289,200.000,23.974,0.000,6,,drone 1
3,241.389,200.000,24.300,0.000,6,,drone 1
3,241.490,200.000,24.612,0.000,6,,drone 1
3,241.591,200.000,24.912,0.000,6,,drone 1
3,241.691,200.000,25.199,0.000,6,,drone 1
3,241.792,200.000,25.473,0.000,6,,drone 1
