simulation,time,x,y,z,collisionApproach,modelName,droneName
5,395.502,-0.070,0.962,-0.052,-1,ppo-swish-clip_(v2_04),drone 0
5,395.603,-0.409,0.979,-0.265,-1,ppo-swish-clip_(v2_04),drone 0
5,395.705,-0.966,1.101,-0.512,-1,ppo-swish-clip_(v2_04),drone 0
5,395.808,-1.585,1.499,-0.777,-1,ppo-swish-clip_(v2_04),drone 0
5,395.910,-2.314,2.173,-1.093,-1,ppo-swish-clip_(v2_04),drone 0
5,396.012,-3.165,3.084,-1.504,-1,ppo-swish-clip_(v2_04),drone 0
5,396.114,-4.010,4.125,-1.838,-1,ppo-swish-clip_(v2_04),drone 0
5,396.216,-4.815,5.148,-2.176,-1,ppo-swish-clip_(v2_04),drone 0
5,396.319,-5.622,6.181,-2.428,-1,ppo-swish-clip_(v2_04),drone 0
5,396.422,-6.476,7.516,-2.705,-1,ppo-swish-clip_(v2_04),drone 0
5,396.524,-7.136,8.663,-3.008,-1,ppo-swish-clip_(v2_04),drone 0
5,396.628,-7.818,9.795,-3.293,-1,ppo-swish-clip_(v2_04),drone 0
5,396.731,-8.502,10.758,-3.551,-1,ppo-swish-clip_(v2_04),drone 0
5,396.833,-9.140,11.757,-3.867,-1,ppo-swish-clip_(v2_04),drone 0
5,396.934,-9.704,12.750,-4.142,-1,ppo-swish-clip_(v2_04),drone 0
5,397.036,-10.164,13.655,-4.321,-1,ppo-swish-clip_(v2_04),drone 0
5,397.139,-10.487,14.536,-4.392,-1,ppo-swish-clip_(v2_04),drone 0
5,397.241,-10.668,15.600,-4.421,-1,ppo-swish-clip_(v2_04),drone 0
5,397.343,-10.690,16.555,-4.377,-1,ppo-swish-clip_(v2_04),drone 0
5,397.446,-10.660,17.602,-4.325,-1,ppo-swish-clip_(v2_04),drone 0
5,397.547,-10.586,18.623,-4.252,-1,ppo-swish-clip_(v2_04),drone 0
5,397.651,-10.425,19.538,-4.015,-1,ppo-swish-clip_(v2_04),drone 0
5,397.753,-10.233,20.390,-3.728,-1,ppo-swish-clip_(v2_04),drone 0
