Wall time,Step,Value
1755711249.3362534,100000,1999.0
1755711314.0749562,200000,1958.63330078125
1755711383.6827393,300000,1999.0
1755711450.6925912,400000,1959.4000244140625
1755711519.5622663,500000,1769.7291259765625
1755711586.4879773,600000,821.6691284179688
1755711656.469506,700000,230.69180297851562
1755711728.7814434,800000,144.40406799316406
1755711798.3006446,900000,139.39915466308594
1755711871.0184443,1000000,145.58892822265625
1755711940.3690598,1100000,169.56207275390625
1755712014.4124038,1200000,187.36415100097656
1755712083.776666,1300000,192.79568481445312
1755712155.853457,1400000,213.18605041503906
1755712223.8592255,1500000,230.71527099609375
1755712292.216779,1600000,251.37628173828125
1755712364.0451005,1700000,245.0603790283203
1755712431.8164265,1800000,255.9686737060547
1755712506.0515456,1900000,271.0439453125
1755712574.4005773,2000000,324.46429443359375
1755712645.898857,2100000,288.22607421875
1755712714.4583466,2200000,292.0202331542969
1755712786.6898062,2300000,288.9385986328125
1755712857.0345492,2400000,328.2166748046875
1755712928.3875082,2500000,338.5135192871094
1755713002.05344,2600000,359.9080810546875
1755713076.4355426,2700000,330.8766174316406
1755713152.8633206,2800000,344.3658447265625
1755713224.6608715,2900000,319.9774169921875
1755713298.559157,3000000,363.64129638671875
1755713371.662404,3100000,388.10894775390625
1755713445.2325444,3200000,413.5907287597656
1755713523.6158972,3300000,437.1673889160156
1755713595.588698,3400000,403.99591064453125
1755713669.9405591,3500000,443.10089111328125
1755713740.7195876,3600000,396.1520080566406
1755713813.9573727,3700000,379.19921875
1755713884.0409517,3800000,471.3157958984375
1755713958.5808802,3900000,430.8347473144531
1755714028.1062303,4000000,470.0483093261719
1755714099.0891402,4100000,474.4139404296875
1755714175.8482857,4200000,445.4955749511719
1755714244.1822193,4300000,430.41070556640625
1755714315.0281606,4400000,422.2704772949219
1755714383.0137405,4500000,461.1244201660156
1755714453.8688846,4600000,476.1490478515625
1755714521.4848995,4700000,447.08929443359375
1755714592.4777,4800000,443.9090881347656
1755714660.0956953,4900000,495.8316955566406
1755714728.703315,5000000,504.855712890625
1755714800.6613793,5100000,526.6966552734375
1755714870.0388749,5200000,557.5869750976562
1755714941.849638,5300000,557.0276489257812
1755715009.4112444,5400000,541.7471923828125
